code,orderdate,customercode,type,paymentmethod
17015,2023-04-06 03:00:15,984,phone,PayPal
17016,2023-04-02 14:27:12,1311,online,CreditCard
17017,2023-04-10 01:52:53,1829,phone,Cash
17018,2023-04-06 09:09:41,1519,in-store,CreditCard
17019,2023-04-05 02:32:59,1086,phone,CreditCard
17020,2023-04-13 15:18:30,1359,online,PayPal
17021,2023-04-13 06:18:10,1723,in-store,PayPal
17022,2023-04-06 10:56:24,1428,in-store,PayPal
17023,2023-04-09 17:59:39,926,online,Cash
17024,2023-04-06 10:12:54,461,phone,Cash
17025,2023-04-06 12:55:51,1562,online,CreditCard
17026,2023-04-07 22:03:10,1648,online,PayPal
17027,2023-04-07 15:50:46,1562,phone,PayPal
17028,2023-04-09 23:21:55,1976,online,PayPal
17029,2023-04-13 07:26:11,1383,phone,CreditCard
17030,2023-04-05 06:00:40,1720,in-store,Cash
17031,2023-04-13 04:01:12,195,online,CreditCard
17032,2023-04-10 17:01:58,1010,online,Cash
17033,2023-04-06 13:33:39,451,phone,CreditCard
17034,2023-04-07 05:47:51,1196,phone,Cash
17035,2023-04-06 12:29:40,771,in-store,PayPal
17036,2023-04-11 05:03:59,1166,online,PayPal
17037,2023-04-04 00:55:12,414,online,CreditCard
17038,2023-04-02 09:38:54,1154,online,Cash
17039,2023-04-06 02:50:54,232,online,Cash
17040,2023-04-05 04:29:37,1131,phone,PayPal
17041,2023-04-06 10:07:14,481,phone,Cash
17042,2023-04-06 06:30:33,462,online,PayPal
17043,2023-04-13 14:47:12,1570,online,PayPal
17044,2023-04-06 13:20:05,571,phone,PayPal
17045,2023-04-08 04:35:23,1043,online,PayPal
17046,2023-04-14 08:56:22,995,phone,CreditCard
17047,2023-04-04 02:45:33,1924,phone,PayPal
17048,2023-04-04 23:37:42,119,phone,CreditCard
17049,2023-04-11 14:39:04,719,online,CreditCard
17050,2023-04-06 06:46:10,1559,phone,CreditCard
17051,2023-04-13 05:53:46,1349,online,PayPal
17052,2023-04-06 14:00:20,378,in-store,CreditCard
17053,2023-04-01 17:07:56,694,in-store,Cash
17054,2023-04-08 14:47:04,960,in-store,CreditCard
17055,2023-04-08 03:27:58,1827,phone,Cash
17056,2023-04-05 01:32:23,1177,phone,PayPal
17057,2023-04-09 07:51:13,695,in-store,CreditCard
17058,2023-04-03 15:40:06,1097,online,Cash
17059,2023-04-14 13:58:39,1771,online,PayPal
17060,2023-04-07 12:47:55,1147,in-store,PayPal
17061,2023-04-09 23:17:48,250,phone,CreditCard
17062,2023-04-07 06:05:52,495,online,CreditCard
17063,2023-04-01 23:19:42,1686,phone,PayPal
17064,2023-04-13 06:50:30,647,phone,PayPal
17065,2023-04-08 19:23:59,1511,phone,Cash
17066,2023-04-11 15:37:26,85,phone,Cash
17067,2023-04-03 13:11:19,459,online,CreditCard
17068,2023-04-09 22:43:05,939,in-store,CreditCard
17069,2023-04-03 19:05:48,577,phone,Cash
17070,2023-04-09 10:51:40,845,phone,Cash
17071,2023-04-04 01:14:51,268,online,PayPal
17072,2023-04-08 00:08:53,147,online,PayPal
17073,2023-04-04 15:15:56,1646,online,PayPal
17074,2023-04-02 18:50:59,1114,in-store,PayPal
17075,2023-04-01 18:54:24,1224,in-store,CreditCard
17076,2023-04-11 15:26:37,1704,online,PayPal
17077,2023-04-02 23:49:43,772,in-store,PayPal
17078,2023-04-14 16:33:34,1311,online,PayPal
17079,2023-04-07 20:26:05,268,in-store,Cash
17080,2023-04-12 15:24:59,736,in-store,Cash
17081,2023-04-08 03:09:24,920,in-store,Cash
17082,2023-04-14 14:30:47,91,in-store,PayPal
17083,2023-04-01 09:20:59,1801,online,CreditCard
17084,2023-04-07 11:24:55,1323,phone,PayPal
17085,2023-04-01 10:58:55,802,online,CreditCard
17086,2023-04-09 00:23:37,1936,in-store,CreditCard
17087,2023-04-07 10:28:44,986,phone,CreditCard
17088,2023-04-14 07:48:15,1163,online,PayPal
17089,2023-04-02 16:42:28,1636,phone,Cash
17090,2023-04-06 22:04:48,813,phone,CreditCard
17091,2023-04-12 02:43:19,635,in-store,CreditCard
17092,2023-04-14 14:01:09,1595,phone,CreditCard
17093,2023-04-11 03:15:07,1665,phone,CreditCard
17094,2023-04-07 13:06:34,1440,in-store,Cash
17095,2023-04-02 18:34:14,1508,phone,CreditCard
17096,2023-04-05 12:20:44,405,phone,PayPal
17097,2023-04-08 19:13:09,700,phone,Cash
17098,2023-04-14 11:51:53,1334,phone,CreditCard
17099,2023-04-12 08:26:36,772,in-store,CreditCard
17100,2023-04-09 15:10:00,428,in-store,CreditCard
17101,2023-04-04 06:21:32,1639,phone,Cash
17102,2023-04-11 09:59:37,671,in-store,Cash
17103,2023-04-10 00:16:10,1828,online,CreditCard
17104,2023-04-13 04:29:16,914,phone,Cash
17105,2023-04-03 12:25:24,485,in-store,CreditCard
17106,2023-04-07 14:18:59,964,in-store,CreditCard
17107,2023-04-14 00:50:13,253,in-store,Cash
17108,2023-04-11 04:01:41,488,online,PayPal
17109,2023-04-11 10:28:50,271,online,PayPal
17110,2023-04-12 09:10:32,1960,in-store,Cash
17111,2023-04-12 00:32:44,427,phone,PayPal
17112,2023-04-04 19:57:32,650,in-store,Cash
17113,2023-04-07 00:31:14,1298,phone,PayPal
17114,2023-04-02 19:51:38,1461,online,PayPal
17115,2023-04-08 18:35:31,388,phone,CreditCard
17116,2023-04-03 10:33:06,1600,online,CreditCard
17117,2023-04-12 13:48:34,1725,in-store,Cash
17118,2023-04-07 02:41:34,1496,online,CreditCard
17119,2023-04-13 18:22:01,1348,online,PayPal
17120,2023-04-07 00:34:21,1157,phone,CreditCard
17121,2023-04-12 08:05:39,319,online,Cash
17122,2023-04-06 09:45:28,62,in-store,PayPal
17123,2023-04-02 02:05:12,1615,online,CreditCard
17124,2023-04-12 03:10:36,156,in-store,CreditCard
17125,2023-04-08 09:13:53,296,online,CreditCard
17126,2023-04-12 20:20:13,1313,online,CreditCard
17127,2023-04-12 10:30:42,618,in-store,PayPal
17128,2023-04-07 20:30:44,1880,in-store,CreditCard
17129,2023-04-13 01:36:20,1108,phone,PayPal
17130,2023-04-06 11:55:05,1819,phone,CreditCard
17131,2023-04-07 11:59:01,651,phone,Cash
17132,2023-04-12 07:19:22,489,online,Cash
17133,2023-04-13 23:45:59,457,phone,Cash
17134,2023-04-04 02:43:53,381,in-store,PayPal
17135,2023-04-04 14:48:24,1755,online,PayPal
17136,2023-04-12 01:50:44,1209,in-store,Cash
17137,2023-04-05 11:47:20,1658,phone,CreditCard
17138,2023-04-08 04:08:15,313,online,CreditCard
17139,2023-04-13 21:39:04,204,online,CreditCard
17140,2023-04-05 02:40:31,477,online,Cash
17141,2023-04-04 21:16:18,487,phone,CreditCard
17142,2023-04-10 00:16:31,1166,in-store,CreditCard
17143,2023-04-04 07:22:06,1768,online,Cash
17144,2023-04-04 03:25:49,1670,online,CreditCard
17145,2023-04-03 10:16:01,920,in-store,PayPal
17146,2023-04-14 11:22:03,978,phone,CreditCard
17147,2023-04-03 16:50:30,42,in-store,PayPal
17148,2023-04-02 22:37:11,1051,in-store,PayPal
17149,2023-04-10 19:18:07,719,phone,CreditCard
17150,2023-04-08 21:53:58,702,online,CreditCard
17151,2023-04-08 09:10:43,621,phone,PayPal
17152,2023-04-14 02:54:26,14,phone,Cash
17153,2023-04-07 21:12:21,138,in-store,PayPal
17154,2023-04-02 07:29:29,740,phone,PayPal
17155,2023-04-06 10:12:45,1981,phone,PayPal
17156,2023-04-03 21:16:46,1579,phone,PayPal
17157,2023-04-11 23:07:20,1278,online,PayPal
17158,2023-04-10 08:18:50,1093,in-store,PayPal
17159,2023-04-07 00:54:38,1508,phone,PayPal
17160,2023-04-07 15:39:37,1829,online,Cash
17161,2023-04-02 16:58:01,906,online,Cash
17162,2023-04-12 05:39:23,1003,phone,CreditCard
17163,2023-04-10 15:00:04,191,phone,Cash
17164,2023-04-09 04:39:10,182,online,Cash
17165,2023-04-02 03:42:56,897,phone,CreditCard
17166,2023-04-12 01:28:54,204,phone,CreditCard
17167,2023-04-02 19:11:29,270,online,CreditCard
17168,2023-04-10 22:02:49,1500,in-store,CreditCard
17169,2023-04-09 08:29:18,1114,phone,CreditCard
17170,2023-04-10 22:13:53,1100,online,Cash
17171,2023-04-05 22:19:07,1556,online,CreditCard
17172,2023-04-05 15:28:20,768,online,PayPal
17173,2023-04-09 12:34:35,739,phone,PayPal
17174,2023-04-12 10:54:20,1792,in-store,CreditCard
17175,2023-04-07 03:41:21,668,in-store,CreditCard
17176,2023-04-03 22:57:37,125,online,Cash
17177,2023-04-13 08:41:48,1372,in-store,CreditCard
17178,2023-04-08 05:08:31,1253,phone,PayPal
17179,2023-04-12 16:03:48,1040,phone,CreditCard
17180,2023-04-11 22:53:41,488,online,PayPal
17181,2023-04-11 17:50:04,1429,phone,PayPal
17182,2023-04-13 11:05:16,1894,in-store,CreditCard
17183,2023-04-05 01:24:06,1874,in-store,PayPal
17184,2023-04-14 15:18:02,1473,online,PayPal
17185,2023-04-08 01:35:46,1437,phone,Cash
17186,2023-04-06 23:34:50,1224,online,PayPal
17187,2023-04-09 11:01:47,1314,in-store,CreditCard
17188,2023-04-04 01:18:01,1362,online,PayPal
17189,2023-04-14 03:49:42,268,in-store,CreditCard
17190,2023-04-13 05:11:10,1213,in-store,Cash
17191,2023-04-08 20:03:15,289,phone,PayPal
17192,2023-04-04 22:11:28,175,online,CreditCard
17193,2023-04-09 18:03:23,1068,in-store,PayPal
17194,2023-04-14 15:39:43,1128,phone,CreditCard
17195,2023-04-04 14:57:46,1010,in-store,PayPal
17196,2023-04-08 23:25:23,1207,in-store,PayPal
17197,2023-04-12 01:22:28,799,in-store,CreditCard
17198,2023-04-03 04:56:15,1830,in-store,PayPal
17199,2023-04-09 17:18:26,566,in-store,PayPal
17200,2023-04-10 15:33:39,1747,online,Cash
17201,2023-04-13 15:32:11,1675,in-store,PayPal
17202,2023-04-11 14:42:23,1667,online,PayPal
17203,2023-04-10 15:00:12,1887,in-store,CreditCard
17204,2023-04-01 22:13:13,468,phone,CreditCard
17205,2023-04-02 19:14:23,1536,online,PayPal
17206,2023-04-01 08:16:03,1862,online,PayPal
17207,2023-04-09 07:56:16,1037,phone,Cash
17208,2023-04-08 11:20:01,1732,online,PayPal
17209,2023-04-07 05:04:45,603,online,Cash
17210,2023-04-04 10:32:52,924,online,Cash
17211,2023-04-14 12:39:10,68,online,CreditCard
17212,2023-04-04 00:18:23,305,phone,CreditCard
17213,2023-04-09 10:26:54,478,phone,Cash
17214,2023-04-05 20:01:45,1111,in-store,PayPal
17215,2023-04-08 06:48:55,1659,phone,PayPal
17216,2023-04-08 03:35:38,1178,in-store,PayPal
17217,2023-04-08 15:11:51,163,online,PayPal
17218,2023-04-11 23:15:03,1640,in-store,CreditCard
17219,2023-04-14 05:16:49,1168,in-store,Cash
17220,2023-04-04 05:31:15,288,in-store,CreditCard
17221,2023-04-14 13:53:04,642,online,Cash
17222,2023-04-08 19:34:40,194,in-store,PayPal
17223,2023-04-12 20:13:02,1799,in-store,PayPal
17224,2023-04-07 08:06:35,1113,in-store,Cash
17225,2023-04-09 19:17:26,540,phone,CreditCard
17226,2023-04-14 01:58:49,982,in-store,PayPal
17227,2023-04-11 01:17:47,239,in-store,PayPal
17228,2023-04-13 18:02:28,627,in-store,PayPal
17229,2023-04-12 00:31:27,152,online,Cash
17230,2023-04-06 15:32:10,1484,online,CreditCard
17231,2023-04-08 00:24:28,116,online,CreditCard
17232,2023-04-07 14:38:58,228,in-store,Cash
17233,2023-04-06 15:33:46,1601,online,CreditCard
17234,2023-04-07 16:25:44,926,online,CreditCard
17235,2023-04-03 16:39:38,337,online,Cash
17236,2023-04-02 17:12:29,1060,online,Cash
17237,2023-04-10 06:13:08,713,online,Cash
17238,2023-04-10 00:17:23,1233,online,PayPal
17239,2023-04-11 08:40:24,1516,online,CreditCard
17240,2023-04-09 16:22:18,727,online,Cash
17241,2023-04-09 09:55:27,280,phone,PayPal
17242,2023-04-06 04:00:37,1622,phone,Cash
17243,2023-04-07 15:43:28,1001,phone,Cash
17244,2023-04-07 19:58:00,1430,in-store,PayPal
17245,2023-04-04 05:38:16,1752,phone,CreditCard
17246,2023-04-11 17:05:42,153,phone,CreditCard
17247,2023-04-04 10:01:57,1849,phone,CreditCard
17248,2023-04-13 14:49:43,1290,phone,PayPal
17249,2023-04-12 02:37:01,1394,phone,Cash
17250,2023-04-05 10:22:39,455,phone,PayPal
17251,2023-04-07 10:26:48,1692,phone,Cash
17252,2023-04-08 06:01:06,757,online,PayPal
17253,2023-04-13 14:17:30,1117,online,CreditCard
17254,2023-04-07 21:08:26,1673,phone,Cash
17255,2023-04-06 19:15:29,1085,online,Cash
17256,2023-04-07 14:00:34,690,in-store,CreditCard
17257,2023-04-12 11:39:34,1365,online,PayPal
17258,2023-04-05 22:15:22,441,phone,Cash
17259,2023-04-10 02:31:43,995,in-store,Cash
17260,2023-04-03 01:36:17,496,in-store,CreditCard
17261,2023-04-13 17:56:39,196,online,Cash
17262,2023-04-03 22:09:35,865,in-store,CreditCard
17263,2023-04-03 09:44:09,123,in-store,PayPal
17264,2023-04-08 07:17:07,148,online,CreditCard
17265,2023-04-02 12:50:48,680,phone,PayPal
17266,2023-04-03 10:42:07,1831,online,CreditCard
17267,2023-04-07 15:01:43,854,online,Cash
17268,2023-04-04 19:23:28,1995,in-store,CreditCard
17269,2023-04-08 08:55:24,1609,in-store,PayPal
17270,2023-04-13 01:55:12,1871,phone,Cash
17271,2023-04-01 07:36:02,478,in-store,PayPal
17272,2023-04-01 13:16:53,424,phone,Cash
17273,2023-04-13 07:41:10,470,online,Cash
17274,2023-04-03 19:07:59,1184,online,CreditCard
17275,2023-04-03 11:53:46,1719,in-store,CreditCard
17276,2023-04-10 16:43:41,417,in-store,Cash
17277,2023-04-06 06:17:11,1050,in-store,PayPal
17278,2023-04-03 04:31:16,1676,in-store,PayPal
17279,2023-04-03 00:31:53,1261,in-store,Cash
17280,2023-04-11 06:53:41,399,in-store,PayPal
17281,2023-04-12 17:16:53,793,online,PayPal
17282,2023-04-01 10:43:15,968,in-store,PayPal
17283,2023-04-04 01:46:03,1313,in-store,PayPal
17284,2023-04-14 02:45:50,888,in-store,Cash
17285,2023-04-12 14:47:38,161,online,PayPal
17286,2023-04-03 23:27:18,568,in-store,PayPal
17287,2023-04-12 18:17:20,414,in-store,PayPal
17288,2023-04-05 07:36:19,1110,in-store,CreditCard
17289,2023-04-11 20:03:10,1496,phone,PayPal
17290,2023-04-08 15:37:28,1601,online,Cash
17291,2023-04-06 00:33:48,1869,phone,PayPal
17292,2023-04-01 23:47:14,606,phone,Cash
17293,2023-04-04 11:50:44,317,phone,PayPal
17294,2023-04-09 00:08:59,775,online,CreditCard
17295,2023-04-11 18:01:06,1209,phone,PayPal
17296,2023-04-05 07:03:52,1779,in-store,CreditCard
17297,2023-04-12 02:32:56,547,phone,PayPal
17298,2023-04-02 18:44:52,1386,phone,CreditCard
17299,2023-04-12 07:33:35,262,online,CreditCard
17300,2023-04-03 13:30:11,1572,in-store,Cash
17301,2023-04-09 18:45:35,712,online,CreditCard
17302,2023-04-02 22:48:20,1413,online,PayPal
17303,2023-04-13 13:43:23,1976,phone,PayPal
17304,2023-04-09 04:02:06,1599,phone,Cash
17305,2023-04-09 08:07:05,1560,in-store,PayPal
17306,2023-04-04 02:18:21,1699,in-store,Cash
17307,2023-04-01 06:26:36,1019,online,Cash
17308,2023-04-04 18:21:02,1993,in-store,Cash
17309,2023-04-02 22:57:22,19,online,Cash
17310,2023-04-12 05:56:57,72,online,PayPal
17311,2023-04-03 09:22:33,913,in-store,PayPal
17312,2023-04-10 05:15:32,1554,online,CreditCard
17313,2023-04-11 04:24:49,1122,phone,CreditCard
17314,2023-04-13 03:39:55,374,phone,CreditCard
17315,2023-04-03 07:03:44,1351,in-store,Cash
17316,2023-04-03 01:08:03,1143,phone,PayPal
17317,2023-04-12 08:27:02,514,phone,Cash
17318,2023-04-14 10:50:47,285,phone,CreditCard
17319,2023-04-11 07:06:42,239,online,Cash
17320,2023-04-08 07:18:44,588,in-store,Cash
17321,2023-04-01 03:08:17,964,online,Cash
17322,2023-04-11 22:26:08,327,phone,CreditCard
17323,2023-04-01 10:42:24,1506,phone,PayPal
17324,2023-04-04 18:06:01,134,online,Cash
17325,2023-04-02 14:47:36,1651,phone,Cash
17326,2023-04-11 16:41:51,1994,phone,PayPal
17327,2023-04-03 22:22:37,21,in-store,CreditCard
17328,2023-04-06 18:25:52,341,phone,Cash
17329,2023-04-02 18:57:19,1693,in-store,PayPal
17330,2023-04-05 05:27:18,746,phone,PayPal
17331,2023-04-06 10:49:44,387,in-store,Cash
17332,2023-04-02 00:25:20,275,phone,PayPal
17333,2023-04-02 18:29:21,1376,in-store,CreditCard
17334,2023-04-02 16:06:14,1469,in-store,PayPal
17335,2023-04-01 08:24:10,274,phone,CreditCard
17336,2023-04-11 16:27:20,1830,phone,CreditCard
17337,2023-04-11 07:49:14,1124,phone,PayPal
17338,2023-04-13 22:00:24,1332,in-store,CreditCard
17339,2023-04-12 16:09:51,1422,in-store,PayPal
17340,2023-04-12 00:23:28,1973,in-store,PayPal
17341,2023-04-09 09:54:52,1999,in-store,PayPal
17342,2023-04-07 00:33:49,1907,online,CreditCard
17343,2023-04-04 20:04:06,1617,in-store,CreditCard
17344,2023-04-08 11:40:05,310,in-store,CreditCard
17345,2023-04-02 20:14:40,510,online,Cash
17346,2023-04-02 17:07:38,92,phone,CreditCard
17347,2023-04-12 11:23:19,1937,online,CreditCard
17348,2023-04-02 07:48:46,1453,in-store,Cash
17349,2023-04-11 07:39:19,1965,in-store,CreditCard
17350,2023-04-09 23:53:01,94,phone,CreditCard
17351,2023-04-02 18:38:36,1010,phone,PayPal
17352,2023-04-12 08:23:03,365,online,CreditCard
17353,2023-04-02 00:59:49,1947,phone,CreditCard
17354,2023-04-06 06:32:04,717,online,PayPal
17355,2023-04-06 07:41:54,1246,online,Cash
17356,2023-04-09 23:21:52,1653,in-store,CreditCard
17357,2023-04-02 23:15:34,1335,phone,Cash
17358,2023-04-12 23:35:23,1883,in-store,PayPal
17359,2023-04-01 10:14:26,753,in-store,Cash
17360,2023-04-05 21:13:48,1913,online,Cash
17361,2023-04-09 17:13:00,1595,online,Cash
17362,2023-04-11 23:33:32,1172,phone,PayPal
17363,2023-04-11 19:57:28,1188,in-store,PayPal
17364,2023-04-11 22:23:57,521,in-store,Cash
17365,2023-04-08 10:52:17,1186,in-store,Cash
17366,2023-04-01 23:39:14,1080,phone,CreditCard
17367,2023-04-13 09:38:17,1684,online,Cash
17368,2023-04-11 07:44:22,1274,in-store,Cash
17369,2023-04-14 10:17:11,1527,online,Cash
17370,2023-04-13 02:31:46,1996,online,CreditCard
17371,2023-04-04 13:03:20,114,phone,PayPal
17372,2023-04-08 12:47:26,808,online,PayPal
17373,2023-04-07 05:43:52,280,phone,CreditCard
17374,2023-04-01 09:20:17,1592,in-store,Cash
17375,2023-04-10 01:31:10,1497,phone,PayPal
17376,2023-04-10 09:21:05,78,phone,PayPal
17377,2023-04-13 16:04:39,179,in-store,Cash
17378,2023-04-05 06:23:29,1432,phone,PayPal
17379,2023-04-01 17:14:57,1355,in-store,CreditCard
17380,2023-04-13 11:40:57,1574,online,Cash
17381,2023-04-11 12:42:50,1943,phone,PayPal
17382,2023-04-01 12:37:36,117,online,Cash
17383,2023-04-03 06:52:13,195,phone,Cash
17384,2023-04-03 12:36:41,423,online,PayPal
17385,2023-04-11 13:59:25,760,phone,PayPal
17386,2023-04-13 17:29:42,675,phone,Cash
17387,2023-04-07 03:49:14,642,online,CreditCard
17388,2023-04-07 03:43:51,1547,online,Cash
17389,2023-04-11 12:19:19,853,online,Cash
17390,2023-04-06 02:14:43,932,phone,CreditCard
17391,2023-04-08 09:42:39,13,online,Cash
17392,2023-04-11 04:15:11,964,online,PayPal
17393,2023-04-10 08:32:48,316,in-store,CreditCard
17394,2023-04-03 16:34:16,497,phone,CreditCard
17395,2023-04-10 05:20:51,400,in-store,Cash
17396,2023-04-09 09:17:19,1340,in-store,Cash
17397,2023-04-10 16:36:53,328,phone,PayPal
17398,2023-04-01 05:23:26,1470,online,PayPal
17399,2023-04-03 11:23:29,898,in-store,CreditCard
17400,2023-04-02 09:20:22,1155,online,CreditCard
17401,2023-04-05 10:55:10,1103,phone,CreditCard
17402,2023-04-04 12:19:24,930,online,CreditCard
17403,2023-04-03 14:58:41,1718,in-store,PayPal
17404,2023-04-04 02:49:35,1871,online,PayPal
17405,2023-04-10 10:07:32,349,in-store,Cash
17406,2023-04-09 05:09:11,149,in-store,CreditCard
17407,2023-04-03 23:57:50,96,phone,CreditCard
17408,2023-04-01 14:54:30,1115,phone,CreditCard
17409,2023-04-03 09:23:32,590,online,CreditCard
17410,2023-04-10 15:20:29,245,in-store,Cash
17411,2023-04-13 00:38:57,862,in-store,CreditCard
17412,2023-04-08 12:31:00,1292,online,Cash
17413,2023-04-10 13:09:05,1640,phone,Cash
17414,2023-04-07 03:56:28,1151,phone,Cash
17415,2023-04-02 12:54:46,1295,in-store,CreditCard
17416,2023-04-13 16:30:30,1520,online,PayPal
17417,2023-04-11 19:35:01,1618,phone,PayPal
17418,2023-04-04 00:40:04,1099,in-store,PayPal
17419,2023-04-09 22:27:20,196,in-store,CreditCard
17420,2023-04-09 03:00:06,772,online,PayPal
17421,2023-04-03 07:28:35,1113,in-store,CreditCard
17422,2023-04-14 05:32:06,694,in-store,PayPal
17423,2023-04-11 22:28:13,276,in-store,Cash
17424,2023-04-09 08:56:58,1773,phone,PayPal
17425,2023-04-08 11:34:41,1040,online,PayPal
17426,2023-04-03 15:09:47,1957,phone,PayPal
17427,2023-04-11 09:32:38,1443,phone,PayPal
17428,2023-04-02 11:35:09,1207,in-store,Cash
17429,2023-04-07 15:09:27,447,phone,Cash
17430,2023-04-04 23:53:13,1003,online,CreditCard
17431,2023-04-13 00:05:17,334,in-store,CreditCard
17432,2023-04-14 01:19:32,476,phone,Cash
17433,2023-04-11 13:24:05,1700,phone,PayPal
17434,2023-04-09 17:06:05,121,in-store,Cash
17435,2023-04-03 03:18:05,90,online,PayPal
17436,2023-04-07 16:03:54,210,online,PayPal
17437,2023-04-12 23:00:01,696,phone,CreditCard
17438,2023-04-03 12:31:20,544,online,CreditCard
17439,2023-04-05 21:46:48,746,online,Cash
17440,2023-04-04 18:08:16,826,phone,Cash
17441,2023-04-01 05:21:34,1400,online,Cash
17442,2023-04-11 03:13:22,420,in-store,PayPal
17443,2023-04-13 16:15:30,1579,online,CreditCard
17444,2023-04-06 07:03:02,1141,phone,PayPal
17445,2023-04-07 16:43:46,903,in-store,PayPal
17446,2023-04-14 03:38:08,234,phone,PayPal
17447,2023-04-13 12:58:29,231,phone,CreditCard
17448,2023-04-11 01:43:33,1245,phone,Cash
17449,2023-04-11 00:51:24,1104,phone,Cash
17450,2023-04-10 18:24:27,1811,in-store,Cash
17451,2023-04-09 16:35:33,1683,phone,PayPal
17452,2023-04-11 05:24:18,789,in-store,PayPal
17453,2023-04-06 23:56:47,676,phone,PayPal
17454,2023-04-08 00:49:40,897,phone,CreditCard
17455,2023-04-05 23:39:31,1149,online,CreditCard
17456,2023-04-07 05:09:26,801,phone,CreditCard
17457,2023-04-11 03:39:02,1659,online,Cash
17458,2023-04-14 14:59:21,867,in-store,CreditCard
17459,2023-04-13 00:26:53,1082,in-store,CreditCard
17460,2023-04-05 01:45:34,955,online,Cash
17461,2023-04-14 06:51:16,1956,in-store,Cash
17462,2023-04-08 15:22:38,424,in-store,Cash
17463,2023-04-08 20:40:57,1620,phone,Cash
17464,2023-04-10 06:51:03,1647,in-store,PayPal
17465,2023-04-12 22:31:47,620,in-store,CreditCard
17466,2023-04-07 21:24:25,783,phone,CreditCard
17467,2023-04-13 19:20:25,469,online,PayPal
17468,2023-04-02 18:50:34,669,in-store,PayPal
17469,2023-04-05 12:32:06,542,phone,PayPal
17470,2023-04-09 02:57:20,1118,in-store,CreditCard
17471,2023-04-11 03:33:49,1302,online,PayPal
17472,2023-04-06 12:42:14,741,in-store,CreditCard
17473,2023-04-14 08:34:39,403,in-store,PayPal
17474,2023-04-03 10:31:00,967,phone,CreditCard
17475,2023-04-12 07:45:22,987,phone,Cash
17476,2023-04-09 21:33:31,1143,in-store,PayPal
17477,2023-04-04 22:07:56,678,in-store,CreditCard
17478,2023-04-05 02:54:27,428,in-store,Cash
17479,2023-04-02 18:20:56,391,online,CreditCard
17480,2023-04-11 09:29:26,1561,phone,PayPal
17481,2023-04-11 13:15:14,1652,online,Cash
17482,2023-04-12 21:05:01,1375,phone,Cash
17483,2023-04-02 09:31:09,1460,phone,CreditCard
17484,2023-04-09 14:48:50,1395,in-store,Cash
17485,2023-04-11 19:22:56,1937,phone,PayPal
17486,2023-04-01 09:17:15,352,online,PayPal
17487,2023-04-14 01:17:56,412,in-store,Cash
17488,2023-04-13 10:52:36,13,in-store,PayPal
17489,2023-04-11 05:21:55,1230,phone,CreditCard
17490,2023-04-10 13:33:48,1516,phone,PayPal
17491,2023-04-02 05:59:42,863,phone,Cash
17492,2023-04-02 05:11:05,1825,online,Cash
17493,2023-04-05 13:06:24,657,phone,CreditCard
17494,2023-04-09 19:59:29,363,online,CreditCard
17495,2023-04-09 18:47:29,1007,online,Cash
17496,2023-04-07 17:47:50,1467,online,CreditCard
17497,2023-04-07 01:50:32,541,phone,PayPal
17498,2023-04-07 19:06:14,615,phone,PayPal
17499,2023-04-01 23:21:13,530,online,PayPal
17500,2023-04-10 09:38:01,619,online,PayPal
17501,2023-04-09 09:57:10,619,in-store,CreditCard
17502,2023-04-14 16:22:46,794,online,PayPal
17503,2023-04-04 21:18:23,11,in-store,CreditCard
17504,2023-04-01 01:27:38,890,phone,CreditCard
17505,2023-04-08 11:48:04,298,online,PayPal
17506,2023-04-13 18:42:41,462,in-store,CreditCard
17507,2023-04-01 06:22:51,1589,phone,PayPal
17508,2023-04-09 21:49:31,960,phone,Cash
17509,2023-04-13 16:00:46,1739,in-store,Cash
17510,2023-04-10 19:46:11,1883,in-store,PayPal
17511,2023-04-02 22:17:09,1601,phone,PayPal
17512,2023-04-01 07:42:12,153,in-store,Cash
17513,2023-04-08 07:53:14,1733,online,CreditCard
17514,2023-04-13 15:03:52,1504,in-store,CreditCard
17515,2023-04-13 10:52:10,1185,online,Cash
17516,2023-04-08 18:16:47,1109,online,CreditCard
17517,2023-04-12 13:49:07,1736,in-store,Cash
17518,2023-04-01 16:05:19,1402,phone,Cash
17519,2023-04-08 15:31:50,1037,phone,Cash
17520,2023-04-06 12:13:23,1942,in-store,CreditCard
17521,2023-04-13 01:38:30,852,online,CreditCard
17522,2023-04-06 17:04:03,862,phone,PayPal
17523,2023-04-05 14:48:45,631,online,PayPal
17524,2023-04-05 15:14:38,1764,phone,CreditCard
17525,2023-04-03 21:12:16,1390,in-store,CreditCard
17526,2023-04-12 12:29:18,733,online,CreditCard
17527,2023-04-07 00:19:07,77,phone,PayPal
17528,2023-04-06 08:42:19,376,phone,CreditCard
17529,2023-04-09 15:16:16,127,online,PayPal
17530,2023-04-02 13:44:59,1879,in-store,CreditCard
17531,2023-04-01 15:29:34,534,in-store,PayPal
17532,2023-04-08 08:45:36,645,in-store,CreditCard
17533,2023-04-03 17:45:28,220,in-store,PayPal
17534,2023-04-10 13:32:10,887,online,Cash
17535,2023-04-09 15:57:01,1446,phone,PayPal
17536,2023-04-12 17:25:36,1067,phone,Cash
17537,2023-04-06 08:16:58,321,in-store,CreditCard
17538,2023-04-11 01:29:21,1696,phone,CreditCard
17539,2023-04-02 01:45:13,81,online,PayPal
17540,2023-04-02 10:26:25,1580,phone,Cash
