ordercode,productcode,quantity,discount
15161,560,4,0.14
15161,1240,9,0.18
15161,1461,7,0.17
15162,1037,9,0.12
15162,1731,5,0.04
15162,180,5,0.13
15163,77,9,0.18
15163,232,6,0.07
15163,106,8,0.06
15163,657,5,0.16
15163,1418,9,0.15
15163,30,1,0.01
15163,1102,7,0.1
15164,1448,4,0.03
15164,487,7,0.19
15164,1075,8,0.05
15164,223,3,0.04
15164,406,9,0.06
15164,1615,5,0.02
15164,1906,5,0.13
15164,155,6,0.19
15164,48,8,0.12
15164,1140,6,0.12
15165,149,5,0.09
15165,1353,8,0.01
15165,1260,9,0.05
15165,438,5,0.17
15165,940,4,0.13
15165,169,3,0.19
15165,534,2,0.11
15165,135,8,0.18
15165,1731,7,0.03
15165,28,2,0.05
15166,619,3,0.14
15166,103,7,0.09
15166,389,9,0.18
15167,1240,10,0.07
15167,414,4,0.05
15167,761,7,0.19
15167,990,6,0.04
15167,663,8,0.09
15167,870,5,0.18
15167,410,10,0.09
15167,855,4,0.0
15168,989,10,0.04
15168,1703,10,0.13
15168,1234,8,0.06
15168,808,9,0.03
15169,1118,7,0.08
15169,683,4,0.12
15169,1059,7,0.07
15169,922,4,0.03
15169,20,9,0.18
15169,297,1,0.03
15169,1847,2,0.19
15169,241,6,0.16
15169,1651,1,0.02
15170,876,7,0.12
15170,1499,6,0.06
15170,1468,6,0.05
15170,1929,8,0.05
15171,608,5,0.04
15171,228,6,0.1
15171,1103,8,0.15
15171,527,7,0.14
15171,1967,8,0.19
15171,1437,6,0.04
15172,674,6,0.01
15172,807,3,0.17
15172,519,2,0.07
15172,557,5,0.19
15172,1257,1,0.1
15172,797,6,0.17
15172,1682,5,0.18
15172,1790,6,0.07
15173,1396,4,0.02
15173,525,6,0.17
15173,1606,6,0.04
15173,1803,7,0.03
15173,581,5,0.05
15173,1750,10,0.07
15174,1273,9,0.05
15175,610,7,0.09
15175,800,8,0.05
15175,498,6,0.02
15175,405,3,0.2
15175,485,10,0.15
15175,668,9,0.1
15176,1919,9,0.09
15176,1711,7,0.06
15176,235,3,0.13
15176,270,4,0.02
15176,1147,4,0.05
15176,1296,2,0.06
15177,905,10,0.18
15177,1304,1,0.05
15177,367,1,0.17
15177,1764,4,0.12
15178,718,2,0.06
15178,422,9,0.0
15178,695,6,0.18
15178,1813,8,0.07
15179,845,10,0.01
15179,1534,5,0.02
15179,499,5,0.06
15179,1842,9,0.06
15179,1148,10,0.13
15180,1717,4,0.02
15180,456,4,0.04
15180,761,3,0.16
15180,877,2,0.12
15180,708,5,0.01
15180,263,1,0.08
15180,1637,6,0.18
15180,822,1,0.08
15180,313,10,0.02
15180,161,3,0.02
15181,1316,1,0.07
15181,1459,3,0.1
15181,742,10,0.15
15181,47,5,0.19
15181,323,5,0.03
15181,1082,3,0.1
15181,1000,4,0.02
15182,109,3,0.19
15182,563,7,0.15
15183,1120,6,0.02
15183,84,8,0.16
15183,1778,1,0.0
15183,1042,8,0.14
15184,828,6,0.05
15184,394,9,0.11
15185,1266,2,0.14
15185,1865,9,0.09
15185,1877,3,0.13
15185,298,8,0.04
15185,325,8,0.05
15185,1932,10,0.11
15185,1535,8,0.1
15185,1994,9,0.08
15185,516,8,0.07
15185,615,8,0.17
15186,1305,6,0.03
15186,1518,6,0.01
15186,1067,5,0.01
15186,1007,2,0.08
15186,1435,4,0.06
15187,394,2,0.07
15187,696,3,0.08
15187,135,2,0.18
15187,1573,3,0.09
15187,1636,8,0.18
15187,960,4,0.1
15187,1213,3,0.19
15187,1741,9,0.16
15188,987,6,0.14
15188,359,7,0.17
15188,1605,6,0.12
15188,319,5,0.03
15189,435,4,0.11
15189,1961,6,0.2
15189,985,1,0.0
15189,80,6,0.07
15189,1466,2,0.02
15190,826,5,0.12
15191,105,8,0.16
15191,755,7,0.1
15191,1428,2,0.02
15191,227,2,0.16
15192,131,10,0.06
15192,1219,6,0.17
15192,467,1,0.04
15192,1729,5,0.06
15192,1723,7,0.09
15192,272,9,0.09
15192,1788,3,0.12
15192,998,10,0.0
15193,256,9,0.11
15194,867,6,0.0
15194,533,3,0.16
15194,824,2,0.05
15194,848,4,0.03
15194,707,1,0.02
15195,755,6,0.0
15195,189,5,0.13
15196,1640,10,0.15
15196,157,2,0.03
15197,1112,3,0.08
15197,1125,5,0.13
15197,986,1,0.08
15197,43,4,0.18
15197,1048,7,0.08
15197,1082,1,0.16
15197,1123,7,0.16
15197,818,8,0.18
15198,322,1,0.08
15198,732,9,0.15
15198,1650,3,0.07
15198,383,3,0.19
15199,528,6,0.04
15199,1738,10,0.12
15199,1863,6,0.11
15199,821,6,0.07
15199,1725,6,0.13
15199,361,7,0.04
15199,1257,8,0.08
15199,1708,10,0.08
15199,852,2,0.11
15200,1410,9,0.09
15200,1574,9,0.1
15200,1639,2,0.16
15200,1827,9,0.07
15201,918,3,0.09
15201,818,7,0.12
15201,661,3,0.17
15201,445,2,0.04
15201,1984,8,0.12
15201,1279,6,0.03
15201,1291,7,0.04
15202,1406,10,0.17
15202,87,5,0.14
15202,1471,1,0.11
15202,81,4,0.11
15202,1861,9,0.02
15202,1926,6,0.09
15203,969,7,0.03
15203,1876,10,0.06
15203,689,3,0.03
15203,969,8,0.05
15204,736,10,0.04
15204,350,3,0.18
15204,706,8,0.05
15204,344,1,0.04
15204,1439,1,0.09
15204,1786,4,0.01
15205,1684,6,0.07
15205,1073,4,0.19
15205,1849,6,0.09
15205,1750,8,0.13
15205,49,2,0.1
15205,1117,2,0.02
15205,366,7,0.04
15205,1701,4,0.08
15205,1316,8,0.19
15206,831,3,0.15
15207,34,7,0.18
15207,927,8,0.17
15208,1419,7,0.13
15208,1331,4,0.17
15208,1572,2,0.19
15208,1553,10,0.19
15208,1802,8,0.01
15208,219,1,0.08
15208,792,10,0.16
15208,1776,4,0.03
15208,1270,10,0.09
15208,640,7,0.03
15209,1257,6,0.16
15209,510,6,0.14
15209,1052,2,0.09
15209,415,7,0.09
15209,887,10,0.15
15209,433,7,0.04
15210,152,2,0.04
15210,1493,4,0.13
15210,58,5,0.09
15210,126,8,0.11
15210,341,2,0.02
15211,1890,2,0.08
15211,433,7,0.17
15211,775,7,0.19
15211,766,1,0.16
15211,1831,3,0.05
15211,407,2,0.16
15211,517,8,0.17
15211,879,5,0.0
15212,731,8,0.04
15212,1728,1,0.17
15212,1919,2,0.13
15212,1676,4,0.13
15212,126,4,0.01
15212,72,4,0.06
15212,1789,10,0.19
15212,1889,4,0.15
15212,25,2,0.17
15212,1485,7,0.15
15213,694,6,0.1
15213,1203,10,0.17
15213,398,10,0.08
15213,1230,10,0.09
15214,1233,5,0.04
15215,1379,5,0.01
15215,1931,6,0.1
15215,1322,4,0.06
15215,1672,8,0.08
15215,399,5,0.19
15215,1324,10,0.11
15215,391,7,0.14
15215,94,4,0.18
15215,1292,1,0.07
15216,1029,6,0.02
15216,130,2,0.01
15216,1677,7,0.15
15216,1464,9,0.1
15216,1461,3,0.07
15217,758,7,0.01
15217,1218,4,0.13
15217,622,1,0.02
15217,1107,9,0.1
15217,800,8,0.15
15217,614,10,0.12
15218,995,10,0.1
15218,1230,3,0.04
15218,385,10,0.03
15218,776,3,0.14
15218,1407,10,0.02
15218,1531,3,0.17
15218,424,8,0.05
15218,1679,10,0.1
15218,640,2,0.06
15218,1879,8,0.04
15219,655,9,0.11
15219,1268,10,0.07
15219,1446,9,0.11
15219,298,9,0.12
15219,338,7,0.01
15219,1778,5,0.2
15220,739,5,0.13
15220,647,10,0.13
15220,105,9,0.03
15220,1801,9,0.12
15220,340,3,0.18
15220,519,4,0.03
15220,838,1,0.14
15220,945,1,0.15
15221,1348,4,0.07
15221,1106,8,0.13
15221,246,4,0.17
15221,906,1,0.03
15221,52,9,0.12
15221,954,1,0.04
15221,1030,10,0.19
15221,1119,5,0.16
15222,1239,8,0.01
15222,163,4,0.16
15222,1934,9,0.13
15222,1427,4,0.04
15222,1398,1,0.07
15223,1860,10,0.04
15223,1026,10,0.03
15223,437,7,0.16
15223,1355,5,0.0
15223,1640,1,0.07
15223,1603,5,0.18
15223,1289,3,0.16
15224,1438,4,0.19
15224,1128,1,0.13
15224,807,8,0.17
15224,867,5,0.07
15224,710,1,0.15
15224,712,2,0.08
15224,1147,10,0.06
15224,1136,3,0.02
15225,1734,2,0.14
15225,1150,5,0.07
15225,1513,2,0.04
15225,619,7,0.08
15225,569,8,0.06
15225,1689,3,0.06
15225,511,1,0.05
15225,562,9,0.08
15225,14,1,0.11
15226,309,8,0.03
15226,233,4,0.1
15227,1207,6,0.11
15227,1880,8,0.11
15227,1966,5,0.15
15227,1632,6,0.02
15227,1957,7,0.01
15228,1348,3,0.04
15228,1803,5,0.15
15228,849,10,0.0
15229,724,4,0.18
15229,1311,7,0.2
15229,1897,4,0.18
15229,348,7,0.04
15229,1059,9,0.08
15229,418,3,0.13
15229,496,6,0.1
15229,630,9,0.03
15229,1160,2,0.17
15230,316,5,0.06
15230,16,8,0.08
15230,578,7,0.04
15230,1617,6,0.16
15230,611,8,0.19
15230,1700,3,0.02
15230,824,9,0.18
15231,1485,9,0.03
15231,1269,3,0.02
15231,1668,3,0.0
15231,1508,6,0.11
15231,1666,6,0.05
15232,1594,6,0.08
15232,1334,10,0.2
15232,1678,1,0.2
15232,1028,1,0.13
15232,1465,3,0.03
15232,753,4,0.18
15233,760,8,0.03
15233,954,9,0.08
15233,1897,2,0.12
15233,686,6,0.08
15234,1376,3,0.11
15234,802,4,0.03
15234,938,5,0.13
15234,1850,1,0.08
15234,1481,1,0.04
15234,1307,7,0.02
15234,633,4,0.19
15234,685,7,0.18
15234,1615,4,0.05
15234,1610,2,0.03
15235,919,10,0.04
15235,1697,9,0.07
15235,758,7,0.06
15235,1760,3,0.04
15235,1643,8,0.02
15235,1795,10,0.1
15236,160,2,0.1
15237,1827,3,0.11
15237,1045,9,0.19
15238,1218,2,0.09
15239,1037,6,0.04
15239,1609,2,0.15
15240,131,10,0.14
15241,393,4,0.16
15241,852,4,0.04
15241,1724,6,0.08
15241,1023,6,0.18
15241,1638,2,0.13
15242,748,8,0.08
15242,1427,1,0.14
15242,936,10,0.2
15242,92,4,0.0
15242,163,6,0.05
15242,1909,3,0.14
15243,148,6,0.06
15243,1365,10,0.15
15243,1596,5,0.08
15243,1613,7,0.12
15243,645,8,0.02
15243,1699,10,0.08
15243,479,9,0.12
15243,1121,10,0.1
15243,209,8,0.11
15244,1094,7,0.18
15244,1474,3,0.01
15244,806,5,0.04
15244,1794,5,0.19
15244,1879,5,0.05
15245,1944,2,0.15
15245,7,6,0.08
15245,775,6,0.09
15245,711,8,0.19
15245,1133,1,0.0
15245,625,8,0.13
15246,1792,10,0.05
15246,1758,2,0.14
15247,844,10,0.13
15247,484,7,0.1
15247,1519,10,0.03
15247,53,1,0.04
15247,1986,2,0.01
15247,1826,4,0.06
15248,1460,8,0.1
15248,988,1,0.19
15248,793,3,0.08
15249,678,2,0.12
15249,1712,5,0.02
15249,1137,4,0.18
15249,1559,6,0.16
15249,393,10,0.12
15249,188,4,0.15
15249,1502,7,0.02
15249,1645,6,0.0
15249,1360,7,0.02
15249,1169,2,0.12
15250,850,6,0.16
15250,695,4,0.19
15250,394,9,0.16
15250,924,5,0.08
15250,1028,9,0.04
15250,1553,2,0.2
15250,421,2,0.12
15250,875,4,0.14
15250,748,8,0.11
15250,320,3,0.14
15251,223,4,0.17
15251,784,4,0.02
15251,247,1,0.15
15251,1359,7,0.01
15251,1917,1,0.11
15251,1677,9,0.06
15251,1008,10,0.08
15251,1659,3,0.19
15252,1249,6,0.05
15252,609,9,0.14
15252,1498,1,0.19
15252,1819,9,0.11
15252,1437,1,0.13
15252,701,3,0.04
15252,933,10,0.03
15252,525,5,0.06
15252,1939,6,0.02
15252,729,9,0.06
15253,402,3,0.18
15254,984,1,0.13
15254,372,1,0.03
15254,1412,4,0.13
15254,1546,1,0.05
15255,608,7,0.06
15255,147,3,0.18
15255,419,4,0.01
15255,585,5,0.14
15255,260,2,0.03
15255,1117,8,0.12
15255,1155,4,0.1
15255,107,10,0.02
15256,1721,8,0.15
15256,1522,6,0.18
15256,1665,10,0.09
15256,1392,10,0.11
15257,1726,10,0.13
15257,1387,2,0.17
15257,264,10,0.05
15257,225,2,0.13
15257,261,3,0.13
15258,1632,6,0.14
15258,1196,5,0.1
15258,235,9,0.03
15258,1215,8,0.2
15258,59,10,0.1
15259,1528,4,0.16
15260,84,10,0.2
15260,1563,10,0.09
15260,1992,4,0.02
15260,1528,10,0.07
15261,1352,2,0.13
15261,1360,1,0.03
15261,1600,7,0.2
15261,1332,5,0.14
15261,1075,7,0.19
15262,1224,1,0.04
15262,1478,9,0.13
15262,435,1,0.12
15262,693,8,0.13
15262,577,3,0.15
15263,373,8,0.13
15263,1935,1,0.1
15263,1213,4,0.17
15263,29,5,0.18
15263,698,4,0.01
15264,934,1,0.08
15264,288,4,0.14
15264,1672,10,0.06
15264,248,3,0.1
15264,1695,9,0.03
15264,10,1,0.01
15264,310,8,0.18
15265,1108,6,0.09
15265,1526,8,0.09
15265,1931,8,0.13
15265,69,2,0.14
15265,1948,8,0.13
15265,351,10,0.09
15265,974,3,0.16
15266,544,7,0.11
15266,826,9,0.1
15266,1852,4,0.15
15266,1963,1,0.05
15266,764,8,0.11
15266,1725,1,0.06
15267,1305,6,0.07
15267,1468,3,0.03
15267,278,2,0.17
15268,475,5,0.16
15268,1553,3,0.17
15268,1281,3,0.05
15268,758,4,0.02
15268,634,2,0.05
15268,1112,8,0.08
15268,639,7,0.19
15268,1505,4,0.08
15268,925,10,0.14
15268,1861,4,0.08
15269,857,5,0.17
15269,243,5,0.13
15269,725,1,0.19
15269,936,4,0.06
15269,267,10,0.17
15269,1392,8,0.05
15269,749,2,0.07
15269,1807,6,0.1
15269,280,8,0.09
15269,1868,4,0.16
15270,972,4,0.19
15270,1203,3,0.0
15270,1341,10,0.03
15270,1061,4,0.08
15270,1212,4,0.1
15270,1463,8,0.09
15270,1098,7,0.17
15270,1983,6,0.08
15270,37,3,0.1
15270,322,1,0.15
15271,1246,8,0.1
15271,144,1,0.05
15271,205,10,0.03
15271,1761,5,0.11
15271,1796,2,0.16
15272,1040,10,0.15
15272,167,5,0.0
15272,1035,8,0.08
15272,4,2,0.2
15272,1583,9,0.06
15272,372,4,0.08
15272,710,10,0.06
15272,1388,5,0.03
15272,895,8,0.09
15272,429,10,0.06
15273,1420,3,0.08
15273,590,1,0.17
15274,1988,3,0.18
15274,1600,6,0.14
15274,83,1,0.12
15274,538,5,0.0
15274,42,4,0.17
15274,160,10,0.19
15275,748,8,0.19
15275,1723,5,0.07
15275,1974,1,0.1
15275,1905,1,0.07
15275,1978,9,0.19
15275,1832,8,0.19
15275,739,4,0.0
15275,1861,10,0.16
15276,790,3,0.08
15276,144,9,0.13
15276,960,2,0.19
15276,1442,3,0.14
15276,425,3,0.03
15276,1376,3,0.2
15277,1929,3,0.13
15277,1686,4,0.04
15277,178,6,0.17
15277,1994,6,0.04
15277,674,1,0.05
15278,622,8,0.19
15278,1194,9,0.12
15278,1944,1,0.14
15278,1016,3,0.11
15278,113,4,0.07
15278,1629,9,0.03
15278,1812,6,0.15
15279,667,6,0.16
15279,1427,5,0.07
15280,788,4,0.04
15281,410,10,0.1
15281,1695,3,0.01
15282,1683,10,0.18
15282,723,8,0.07
15282,907,5,0.09
15282,165,7,0.2
15283,1268,6,0.15
15283,142,10,0.01
15283,1517,7,0.04
15283,987,9,0.18
15283,877,10,0.14
15283,1429,3,0.11
15283,221,1,0.09
15283,898,8,0.0
15283,1086,4,0.02
15284,1798,7,0.1
15284,1462,6,0.04
15284,1851,5,0.03
15284,1093,5,0.05
15285,600,3,0.17
15285,674,7,0.02
15285,664,9,0.17
15285,1505,1,0.1
15285,1708,10,0.2
15285,459,9,0.13
15285,1864,1,0.07
15285,62,4,0.06
15285,1843,3,0.19
15285,1993,7,0.19
15286,1597,9,0.05
15286,1535,3,0.03
15287,1228,3,0.02
15287,1257,2,0.15
15288,1342,8,0.19
15288,1721,10,0.06
15288,579,6,0.1
15288,405,4,0.11
15288,1229,10,0.2
15288,1543,7,0.15
15288,826,6,0.05
15288,423,1,0.06
15288,1243,2,0.1
15289,1617,5,0.13
15289,233,8,0.13
15289,177,8,0.16
15289,1724,8,0.19
15289,1942,1,0.06
15290,1476,5,0.15
15290,1446,2,0.09
15290,889,7,0.02
15290,1339,2,0.18
15290,148,5,0.0
15290,331,2,0.12
15291,1682,3,0.11
15291,920,10,0.02
15291,370,4,0.07
15291,819,3,0.11
15291,806,2,0.08
15291,1454,1,0.05
15291,1582,8,0.17
15291,1069,4,0.03
15291,1569,2,0.09
15292,1502,7,0.12
15292,158,1,0.09
15292,1308,5,0.16
15292,1862,7,0.05
15292,144,5,0.04
15292,1238,4,0.01
15292,249,10,0.18
15292,988,1,0.01
15293,274,9,0.08
15293,735,6,0.17
15293,1889,6,0.08
15294,814,9,0.01
15295,136,2,0.18
15295,1927,10,0.03
15296,1257,8,0.07
15296,745,10,0.08
15296,173,5,0.13
15296,992,8,0.09
15296,594,8,0.09
15296,838,7,0.06
15296,1329,2,0.05
15296,1171,9,0.17
15297,1539,2,0.06
15297,1899,3,0.18
15297,1755,2,0.17
15297,138,10,0.2
15297,1434,8,0.08
15297,600,2,0.17
15297,1021,5,0.14
15297,1643,10,0.15
15297,954,6,0.09
15298,1330,1,0.12
15298,524,1,0.14
15298,267,2,0.2
15298,471,3,0.18
15298,1828,3,0.0
15298,488,3,0.15
15298,615,5,0.19
15298,1919,1,0.11
15298,1273,3,0.06
15298,799,3,0.16
15299,997,5,0.12
15299,1396,5,0.06
15299,1140,1,0.13
15299,1614,5,0.16
15299,418,9,0.03
15299,543,10,0.01
15299,1788,1,0.14
15299,915,8,0.02
15299,820,4,0.13
15299,1801,7,0.18
15300,947,2,0.03
15300,950,6,0.13
15301,655,1,0.09
15301,1474,6,0.06
15301,1347,5,0.02
15301,1900,8,0.07
15301,1079,7,0.1
15301,16,2,0.14
15301,403,10,0.17
15301,600,4,0.03
15301,615,6,0.07
15302,1451,3,0.12
15302,351,5,0.01
15302,1002,1,0.18
15302,307,5,0.17
15302,555,6,0.2
15302,1525,2,0.11
15302,641,1,0.16
15302,1931,1,0.1
15302,1527,3,0.13
15302,204,7,0.11
15303,134,1,0.0
15303,1123,7,0.04
15303,779,6,0.13
15303,1530,6,0.17
15303,584,7,0.04
15303,452,6,0.02
15304,1220,3,0.13
15304,330,8,0.05
15304,167,7,0.07
15304,392,9,0.06
15304,1565,4,0.16
15304,1267,2,0.06
15305,236,4,0.14
15305,1253,1,0.07
15305,1555,6,0.11
15305,62,3,0.04
15305,940,2,0.13
15305,1912,10,0.17
15305,816,5,0.02
15305,1074,10,0.13
15305,1793,3,0.2
15305,533,8,0.14
15306,1930,8,0.09
15307,1966,3,0.07
15307,1930,2,0.06
15307,1478,1,0.14
15307,379,3,0.12
15307,1018,1,0.17
15307,31,10,0.1
15307,69,10,0.04
15308,1983,2,0.17
15308,193,8,0.2
15308,1510,10,0.07
15309,1331,6,0.05
15309,686,2,0.14
15309,919,6,0.15
15309,1321,7,0.07
15309,1408,6,0.0
15309,499,3,0.07
15309,1899,10,0.08
15309,1883,3,0.16
15309,1371,5,0.19
15310,809,3,0.07
15310,745,3,0.04
15310,478,7,0.16
15310,1821,4,0.2
15311,1736,5,0.06
15311,931,1,0.15
15312,1522,8,0.01
15312,1528,10,0.15
15312,8,4,0.07
15312,481,6,0.01
15312,439,4,0.14
15312,70,6,0.2
15313,802,3,0.08
15313,1309,10,0.04
15314,1883,8,0.07
15314,1020,8,0.08
15314,637,8,0.03
15314,444,10,0.03
15315,300,9,0.1
15315,455,9,0.16
15315,1693,3,0.14
15315,1968,7,0.17
15316,580,2,0.18
15316,1709,7,0.04
15316,1605,1,0.13
15317,338,3,0.13
15317,193,6,0.13
15317,1364,7,0.03
15317,1050,9,0.11
15317,1707,4,0.18
15317,75,6,0.06
15317,425,5,0.09
15317,1379,3,0.17
15317,1776,8,0.04
15318,1174,2,0.03
15318,133,5,0.01
15318,1691,3,0.13
15318,433,5,0.12
15318,1178,3,0.02
15318,739,8,0.17
15318,1669,8,0.07
15318,1076,9,0.17
15319,1363,3,0.16
15319,1818,7,0.06
15319,734,5,0.16
15319,1738,2,0.03
15319,418,5,0.1
15319,1496,2,0.19
15319,50,8,0.09
15319,1085,4,0.11
15319,1426,4,0.15
15320,1924,1,0.16
15320,1556,10,0.09
15320,570,3,0.09
15320,1833,1,0.14
15320,1338,2,0.01
15320,309,1,0.19
15320,850,1,0.05
15320,1144,6,0.07
15320,1484,7,0.17
15320,1166,4,0.05
15321,1389,8,0.02
15321,1218,5,0.13
15321,1182,9,0.17
15321,1800,3,0.02
15322,1031,2,0.2
15323,1861,4,0.01
15323,1423,2,0.18
15323,1550,9,0.01
15323,1854,9,0.12
15323,512,5,0.19
15323,1783,6,0.03
15323,1178,5,0.2
15323,455,4,0.17
15324,291,6,0.15
15324,399,1,0.15
15324,1659,5,0.19
15324,1,6,0.09
15324,532,3,0.06
15324,777,6,0.13
15325,267,1,0.02
15325,621,3,0.05
15325,1344,3,0.08
15325,154,2,0.01
15325,939,5,0.05
15325,549,7,0.09
15325,1079,6,0.08
15325,696,10,0.03
15325,1133,10,0.18
15326,341,7,0.05
15326,1539,7,0.08
15326,1890,5,0.13
15326,1672,10,0.03
15326,1325,9,0.17
15326,1367,8,0.11
15326,1370,4,0.11
15326,1425,4,0.05
15326,658,10,0.15
15327,399,6,0.03
15327,220,5,0.17
15327,1561,6,0.13
15327,341,4,0.01
15327,793,2,0.2
15327,1382,7,0.06
15327,495,10,0.02
15327,1747,7,0.04
15327,1513,7,0.11
15328,1325,9,0.08
15328,1130,2,0.1
15328,1070,6,0.17
15329,449,7,0.18
15329,919,9,0.18
15329,317,9,0.05
15329,1939,5,0.05
15329,855,4,0.06
15329,1318,3,0.18
15329,869,4,0.07
15329,746,3,0.07
15330,1693,2,0.09
15330,98,3,0.18
15330,1310,1,0.03
15330,65,4,0.16
15330,1977,9,0.04
15330,212,3,0.12
15330,501,6,0.03
15330,760,8,0.04
15331,1559,6,0.04
15331,189,4,0.15
15331,1338,9,0.04
15331,1264,1,0.19
15331,321,6,0.03
15331,625,5,0.07
15331,748,6,0.2
15332,1496,7,0.13
15333,1408,6,0.18
15333,893,1,0.15
15333,144,1,0.17
15333,1391,9,0.06
15333,1021,5,0.06
15333,1989,2,0.19
15333,933,1,0.04
15333,417,4,0.14
15333,1119,6,0.03
15333,1065,3,0.11
15334,624,3,0.19
15334,1717,7,0.16
15335,909,1,0.12
15335,1842,6,0.15
15335,920,2,0.06
15335,1612,3,0.0
15336,1871,4,0.07
15336,1879,5,0.03
15336,1785,7,0.04
15336,795,9,0.07
15336,1042,5,0.19
15336,1832,8,0.2
15336,1496,3,0.15
15336,1613,8,0.11
15337,722,7,0.16
15337,813,1,0.2
15337,1387,10,0.08
15337,1779,8,0.06
15337,1214,4,0.1
15337,881,8,0.13
15338,252,10,0.14
15338,274,2,0.02
15338,1619,10,0.02
15338,127,10,0.13
15338,790,9,0.13
15339,1116,4,0.18
15339,660,7,0.0
15340,811,5,0.17
15340,1980,8,0.01
15340,1092,1,0.15
15340,33,2,0.14
15340,1079,6,0.15
15340,756,5,0.13
15341,1526,7,0.11
15341,1614,8,0.15
15342,1064,1,0.11
15342,1113,10,0.16
15342,638,5,0.09
15342,1571,8,0.11
15342,897,8,0.05
15343,226,8,0.16
15343,396,4,0.01
15343,1668,2,0.01
15343,582,10,0.12
15343,1702,8,0.1
15343,1481,2,0.05
15343,294,5,0.14
15343,1389,5,0.11
15343,1239,5,0.18
15344,1977,10,0.08
15344,195,5,0.05
15344,1736,7,0.11
15344,1252,1,0.15
15345,412,10,0.11
15345,1343,9,0.04
15345,854,3,0.06
15345,851,10,0.01
15346,980,4,0.15
15347,1363,2,0.12
15347,1359,7,0.17
15347,363,1,0.14
15347,1326,5,0.09
15347,1619,3,0.02
15347,935,9,0.09
15347,1802,9,0.09
15347,550,10,0.17
15347,961,2,0.12
15347,1998,1,0.11
15348,1933,9,0.19
15348,1369,1,0.2
15348,316,9,0.16
15348,1387,9,0.14
15348,1815,1,0.09
15348,392,7,0.08
15349,1324,10,0.04
15349,453,7,0.0
15349,877,3,0.12
15349,1160,6,0.07
15349,408,3,0.12
15349,1975,6,0.03
15349,313,6,0.19
15350,823,7,0.18
15350,156,4,0.18
15350,1712,7,0.17
15350,82,7,0.01
15351,1510,8,0.01
15352,1872,1,0.12
15352,1491,7,0.02
15352,1581,10,0.19
15352,533,5,0.1
15352,1593,5,0.08
15352,853,10,0.03
15352,119,5,0.17
15352,1173,7,0.02
15353,238,4,0.2
15353,1906,1,0.06
15353,227,9,0.13
15353,41,5,0.17
15353,1836,7,0.11
15353,1195,9,0.12
15353,1381,4,0.1
15353,1782,2,0.1
15354,518,6,0.04
15355,500,3,0.1
15355,149,2,0.08
15355,791,10,0.17
15355,657,5,0.04
15355,1163,7,0.02
15355,1061,5,0.14
15356,845,4,0.04
15356,254,6,0.07
15356,162,10,0.17
15356,664,8,0.12
15357,363,3,0.06
15357,1929,9,0.1
15357,1050,7,0.01
15357,1875,1,0.05
15357,1947,6,0.1
15357,861,2,0.15
15357,1908,6,0.17
15357,1326,6,0.11
15358,1846,4,0.06
15358,1297,7,0.13
15358,516,10,0.09
15359,1761,3,0.05
15359,581,8,0.2
15359,299,8,0.04
15359,1613,6,0.09
15360,942,6,0.09
15360,367,6,0.1
15360,566,8,0.04
15360,211,9,0.05
15360,1738,8,0.17
15360,38,3,0.01
15360,727,9,0.15
15360,833,2,0.13
15361,1264,7,0.2
15361,1193,4,0.1
15361,1857,6,0.01
15361,794,5,0.08
15361,1823,10,0.1
15361,1078,5,0.15
15361,1406,7,0.17
15361,450,7,0.14
15362,1294,6,0.05
15362,1298,10,0.09
15363,1992,9,0.01
15363,562,10,0.02
15363,1905,10,0.16
15363,1699,1,0.09
15363,36,7,0.16
15363,784,7,0.04
15363,868,8,0.12
15363,260,8,0.15
15363,1902,5,0.04
15364,1720,1,0.15
15364,398,9,0.17
15364,484,4,0.12
15364,1350,2,0.09
15364,1789,9,0.12
15364,797,10,0.07
15364,1599,3,0.17
15364,1602,5,0.15
15364,276,7,0.09
15365,520,8,0.09
15365,1327,7,0.05
15365,1023,10,0.04
15366,235,5,0.18
15366,762,6,0.14
15366,489,9,0.06
15366,1040,9,0.11
15366,1,8,0.08
15367,16,3,0.1
15367,19,6,0.19
15367,1632,8,0.15
15367,327,6,0.02
15367,1912,8,0.04
15367,200,3,0.13
15368,974,4,0.17
15368,260,7,0.18
15368,653,1,0.14
15368,768,6,0.06
15368,468,8,0.2
15368,1773,3,0.17
15368,1802,7,0.12
15368,166,10,0.16
15368,1751,3,0.13
15368,942,8,0.18
15369,1437,7,0.04
15369,34,7,0.07
15369,25,10,0.19
15369,651,10,0.09
15369,182,5,0.16
15369,1040,1,0.13
15369,1099,9,0.11
15370,11,7,0.11
15370,1697,10,0.04
15370,675,3,0.01
15370,1069,2,0.13
15370,24,10,0.17
15370,1821,1,0.13
15370,344,2,0.12
15370,879,5,0.15
15371,1805,6,0.07
15371,952,1,0.13
15371,1169,5,0.04
15371,1194,4,0.11
15372,548,2,0.11
15372,1489,2,0.11
15373,1135,6,0.15
15373,765,1,0.07
15374,876,4,0.14
15374,183,3,0.14
15374,1291,1,0.06
15374,1609,6,0.03
15374,153,2,0.17
15374,586,6,0.09
15375,843,9,0.15
15375,1732,8,0.0
15375,1500,4,0.18
15375,105,1,0.06
15375,206,1,0.16
15376,1255,10,0.12
15376,562,10,0.2
15376,1882,5,0.18
15376,714,9,0.07
15376,159,9,0.1
